nama_tempat,lat,lon,kategori,wilayah
Gudeg Mbak Sasha,-7.7662565,110.3906189,restaurant,sleman
Gudeg Mbak Sasha (Lesehan),-7.7696064,110.3904405,restaurant,sleman
Restaurant aceh Bungong Jeumpa,-7.776442,110.3930947,restaurant,sleman
Ayam Geprek Bu Rum,-7.775472,110.3953673,restaurant,sleman
Pondok Raza,-7.6670018,110.4170938,restaurant,sleman
RM Anda,-7.6621748,110.4203568,restaurant,sleman
RM Bungo Minang,-7.6626976,110.4201928,restaurant,sleman
RM Sinar Minang,-7.6613195,110.4206875,restaurant,sleman
Olive Fried Chicken,-7.6970356,110.4174097,restaurant,sleman
Rumah Makan Ambarketawang,-7.8028601,110.312712,restaurant,sleman
Garden Cafe,-7.7733981,110.3852472,restaurant,sleman
Restaurant Palm Kuning (Kecil),-7.7604161,110.3760627,restaurant,sleman
Al-Maidah,-7.7609712,110.3779694,restaurant,sleman
De'Sushi,-7.7620842,110.3799727,restaurant,sleman
Kantin EMB,-7.7618636,110.3755754,restaurant,sleman
Nasi Bakar,-7.7588172,110.3822232,restaurant,sleman
The Waroeng of Raminten,-7.6759869,110.4171251,restaurant,sleman
Pak Jede,-7.7737648,110.4008867,restaurant,sleman
Rawit Merah,-7.7799069,110.3998745,restaurant,sleman
Telerrrr,-7.7690037,110.4018976,restaurant,sleman
Bakso Mas Ndut,-7.7643375,110.3871976,restaurant,sleman
Cowmad,-7.7651193,110.388642,restaurant,sleman
Ohlala,-7.763703,110.3851462,restaurant,sleman
Sambal Korek Pak Topo,-7.7643135,110.3872753,restaurant,sleman
Warung Istiqomah,-7.7626634,110.3867913,restaurant,sleman
Warung Penyetan Varnos,-7.7636877,110.3853312,restaurant,sleman
Warung,-7.7641596,110.3866811,restaurant,sleman
Yamie Panda,-7.7629793,110.3820313,restaurant,sleman
Tickles Cafe,-7.7784141,110.3929959,restaurant,sleman
Bakmi Jowo,-7.7533055,110.3842035,restaurant,sleman
Kantin,-7.7739406,110.3836852,restaurant,sleman
Alembana,-7.779847,110.3905815,restaurant,sleman
Calzonne Express,-7.7801993,110.3914457,restaurant,sleman
Il Mondo,-7.7786217,110.390571,restaurant,sleman
Old Dish,-7.7794071,110.3901139,restaurant,sleman
Popeye Chicken Express,-7.7808919,110.3924179,restaurant,sleman
Real Burger,-7.7786168,110.3898641,restaurant,sleman
Resto OZ,-7.7797756,110.3902234,restaurant,sleman
Warung Lotek Bu Iduk,-7.7790468,110.390195,restaurant,sleman
Bale Babakaran,-7.7732076,110.3884696,restaurant,sleman
Kantin Garasi,-7.7755305,110.3880473,restaurant,sleman
Kacang Ijo. Kaki Lima,-7.7013788,110.4474208,restaurant,sleman
Kiken Soup,-7.7661431,110.3822925,restaurant,sleman
Mushroom Resto,-7.7748157,110.4085139,restaurant,sleman
Rata-Rata,-7.754106,110.3838813,restaurant,sleman
Sushi Story,-7.7610968,110.3943996,restaurant,sleman
Kedai Djamoer,-7.7647075,110.3850382,restaurant,sleman
Joyo,-7.59833,110.4271615,restaurant,sleman
Kedai Jons,-7.5989985,110.4261019,restaurant,sleman
Melcosh,-7.6153856,110.4263467,restaurant,sleman
Oplosh,-7.618192,110.4258026,restaurant,sleman
Warung Sate Pak Min,-7.5991365,110.4288069,restaurant,sleman
Jada Tempeh,-7.5928222,110.4323281,restaurant,sleman
Bakso Pak Narto,-7.7502185,110.38591,restaurant,sleman
Mie Ayam Kita,-7.774283,110.3933574,restaurant,sleman
L'cost seafood,-7.7650056,110.3962061,restaurant,sleman
Burjo,-7.7652397,110.3968363,restaurant,sleman
Indochine Bistro,-7.7731926,110.4096964,restaurant,sleman
Bar Kitchen Go Rich,-7.7624408,110.3955292,restaurant,sleman
Penyetan Mang Sukri,-7.7642669,110.3958274,restaurant,sleman
Loka loka,-7.7387383,110.3991772,restaurant,sleman
Veganissimo (Pringwulung),-7.7706739,110.3993232,restaurant,sleman
Qimi Chinese Food,-7.7618303,110.3942551,restaurant,sleman
Warung Kendi,-7.7619838,110.39738,restaurant,sleman
Italian Pasta,-7.7685731,110.3891976,restaurant,sleman
Kedai Sedek Raos,-7.7617752,110.3938635,restaurant,sleman
LOKAL Indonesia,-7.7595166,110.3965908,restaurant,sleman
Songkhla Thai Restaurant,-7.7529926,110.3812311,restaurant,sleman
Padang Murah,-7.7830747,110.3230245,restaurant,sleman
Tong Seng,-7.6520477,110.3770993,restaurant,sleman
Panties Pizza,-7.7639821,110.393419,restaurant,sleman
Lotek Pandega Putri,-7.7549858,110.3800531,restaurant,sleman
Burjo Maharasa,-7.7546781,110.3836072,restaurant,sleman
Dixie Easy Dining,-7.7699341,110.3905494,restaurant,sleman
Loving Hut,-7.7763111,110.3898886,restaurant,sleman
Silla Resto,-7.7575166,110.3863837,restaurant,sleman
Kedai Seblak Phiim-Phiim,-7.775158,110.408726,restaurant,sleman
Warung Bakmi Pak Waluyo Jogja,-7.769441,110.4054191,restaurant,sleman
Bakso Soto Spesial Pak Ateng,-7.7664344,110.3814572,restaurant,sleman
Gudeg Yu Jum,-7.7631452,110.3801303,restaurant,sleman
Ayam Goreng Pak Wage,-7.7663583,110.3823167,restaurant,sleman
Mie Ayam Palembang Afui,-7.7813679,110.4161415,restaurant,sleman
Abhayagiri Restaurant,-7.7684634,110.4970802,restaurant,sleman
Warung,-7.7662472,110.4641718,restaurant,sleman
Warung Bu Sri,-7.7604183,110.3831686,restaurant,sleman
Warung Upnormal,-7.765274,110.4105123,restaurant,sleman
Denaro,-7.7661487,110.4103907,restaurant,sleman
Ninit,-7.7632394,110.37355,restaurant,sleman
bakso tenis,-7.757943,110.4090032,restaurant,sleman
Ayam geprek eskom,-7.758582,110.4107902,restaurant,sleman
parsley bakery & cake shop,-7.7580879,110.4025525,restaurant,sleman
Warung Pojok,-7.752839,110.3924433,restaurant,sleman
Warung Putra Bojong Nangka,-7.7497318,110.3959497,restaurant,sleman
Doby Fried Chicken,-7.7529565,110.3951269,restaurant,sleman
Warung De Juminten,-7.7537278,110.3954011,restaurant,sleman
Wamindo Maha Rasa,-7.757767,110.4086962,restaurant,sleman
Warmindo Murni,-7.7573934,110.4087771,restaurant,sleman
warung makan indomie,-7.7647501,110.4197455,restaurant,sleman
Burjo UNY,-7.7732023,110.385534,restaurant,sleman
warung makan,-7.7728377,110.3859687,restaurant,sleman
mbak handa,-7.7652962,110.4182054,restaurant,sleman
Grha sarina Vidi,-7.7334631,110.3638476,restaurant,sleman
Warung Bu Sugirah,-7.7679774,110.3279451,restaurant,sleman
Muslim Chinese Food,-7.7575543,110.3694321,restaurant,sleman
Rumah makan Dewi Ratih,-7.7662425,110.3848282,restaurant,sleman
Mino Bakery,-7.7465352,110.4046327,restaurant,sleman
Lesehan Aldan,-7.7011573,110.4150497,restaurant,sleman
JeJamuran,-7.7050336,110.3609924,restaurant,sleman
JeJamuran,-7.7054512,110.3612343,restaurant,sleman
Ganesh ek sanskriti,-7.7794951,110.4286171,restaurant,sleman
jeJamuran,-7.7054204,110.3613332,restaurant,sleman
Masakan Padang,-7.7647185,110.4490508,restaurant,sleman
Lumpia BOOM,-7.7643511,110.3876602,restaurant,sleman
RM Padang,-7.7647253,110.4490301,restaurant,sleman
Kali Opac Resto,-7.7475823,110.4883128,restaurant,sleman
Kantin JIH,-7.7578375,110.404105,restaurant,sleman
Madagascar Seafood Jogja,-7.7320979,110.3812507,restaurant,sleman
Burjo Warmindo,-7.7243517,110.4012506,restaurant,sleman
Gudeg Mbarek Bu. Hj. Ahmad,-7.7240819,110.4014517,restaurant,sleman
D'Padukan Pie & Resto,-7.6660593,110.4295252,restaurant,sleman
RM Nasi Bambu,-7.7661925,110.3806206,restaurant,sleman
Pelem Golek,-7.7370417,110.376875,restaurant,sleman
GIB GIB Calzone,-7.7615641,110.4037027,restaurant,sleman
Warung Bu Hohok,-7.7597024,110.3823556,restaurant,sleman
Warung Kupat Tahu,-7.7566523,110.3722597,restaurant,sleman
Rumah Makan Padang,-7.7638847,110.2905385,restaurant,sleman
Bale Bebakaran,-7.7634678,110.3785122,restaurant,sleman
Holy Smokes,-7.7557533,110.383013,restaurant,sleman
Warung Makan Mbak Pri,-7.7558717,110.3774157,restaurant,sleman
Bakso dan Mie Ayam Pak Seger,-7.7569188,110.3821562,restaurant,sleman
ayam tulang Lunak Hayam wuruk,-7.7586471,110.3817382,restaurant,sleman
Warung Tubruk,-7.7605176,110.3810126,restaurant,sleman
De Kendhil Resto,-7.7608282,110.3808665,restaurant,sleman
Mie Lampung Uno,-7.7635379,110.3794356,restaurant,sleman
Aldan Resto,-7.7633091,110.3795184,restaurant,sleman
Warung Makan Indomie Saluyu,-7.7599269,110.3831588,restaurant,sleman
Warung Makan Pak Wandi,-7.7600945,110.3830984,restaurant,sleman
Rumah Dahar (Spesial Nasi Langgi),-7.7647554,110.3808126,restaurant,sleman
Soto Ayam Seger,-7.7611826,110.3834318,restaurant,sleman
Lesehan Jasmin,-7.7616037,110.3834626,restaurant,sleman
Warmindo Kedai solusi,-7.7621506,110.3828261,restaurant,sleman
Warung Makan Bu Wid,-7.7642485,110.3789299,restaurant,sleman
Warung Makan Geprek Minyo,-7.763991,110.3778729,restaurant,sleman
Rempah Asia,-7.7609081,110.3804861,restaurant,sleman
Bungong Jeumpa,-7.7607842,110.3805419,restaurant,sleman
Zuparella,-7.7589311,110.3812742,restaurant,sleman
The Rice Cup,-7.7677969,110.3853033,restaurant,sleman
Gudeg Sagan,-7.777852,110.3797797,restaurant,sleman
Mezzanine,-7.7307688,110.3787614,restaurant,sleman
warung SS,-7.70677,110.4116364,restaurant,sleman
Tulip Living,-7.7411182,110.3686449,restaurant,sleman
AOA Resto & Creative Space,-7.767783,110.3973745,restaurant,sleman
Vege Jambon,-7.7681785,110.3560442,restaurant,sleman
Ss Sensasi Puedass,-7.7314705,110.3990475,restaurant,sleman
Sate Ratu,-7.752374,110.3631935,restaurant,sleman
Timbul Roso,-7.6542512,110.4313946,restaurant,sleman
Wedang sawah,-7.6579985,110.4724027,restaurant,sleman
Pikali Pizzeria,-7.7514415,110.375528,restaurant,sleman
Seafood 99,-7.7314893,110.3831545,restaurant,sleman
Pacific,-7.7656356,110.3614814,restaurant,sleman
Thai Corner,-7.780197,110.3924552,restaurant,sleman
Bakso Klenger 2 Ratu Sari. The biggest Bakso in town,-7.7757387,110.4041962,restaurant,sleman
Penyetan Lalapan Akang Jakal (Spesial Lalap & Sambal Sepuasnya),-7.7246782,110.4007359,restaurant,sleman
Ayam Goreng Bugisan,-7.7782723,110.4320261,restaurant,sleman
Mak Semarangan Express,-7.7719965,110.409514,restaurant,sleman
Tengkleng Gajah,-7.7300089,110.4056561,restaurant,sleman
SBC Spesial Cah Kangkung,-7.7563698,110.3728406,restaurant,sleman
Griya Margoagung A3,-7.70248,110.313937,restaurant,sleman
Swasana by Temata Yogyakarta,-7.7259288,110.4002623,restaurant,sleman
Bubur Ayam Salbiyah,-7.7760687,110.3778421,restaurant,sleman
Angkringan DPR,-7.7760763,110.3780427,restaurant,sleman
KONG KONG,-7.7764844,110.3417868,restaurant,sleman
Dapur New Yorkarto,-7.7302007,110.4533927,restaurant,sleman
Bakso dan Mie Ayam Semulur,-7.7367644,110.4823444,restaurant,sleman
Warmindo Restu Bunda,-7.7623853,110.4493943,restaurant,sleman
Family Wader,-7.7368398,110.4440166,restaurant,sleman
Alif Coffee & Space,-7.7361875,110.4271851,restaurant,sleman
Gudeg,-7.7229755,110.4351536,restaurant,sleman
Disawa Pawon,-7.7129249,110.4400267,restaurant,sleman
Soto Gedhek Kalasan,-7.7413432,110.4605312,restaurant,sleman
Ayam Goreng Mbak Tia,-7.7399351,110.4817379,restaurant,sleman
Burjo Gavindo,-7.7415458,110.46134,restaurant,sleman
Muyegh Bakso Isi & Fried Chicken,-7.744336,110.4711565,restaurant,sleman
Bakso Mie Ayam,-7.7514681,110.4345006,restaurant,sleman
Jogja Airport Resto,-7.7710476,110.4493941,restaurant,sleman
Bakso Pa' Jero,-7.776769,110.3848296,restaurant,sleman
Preksu Ayam Geprek & Susu,-7.777742,110.385054,restaurant,sleman
Yamie Lampion,-7.7777231,110.3853247,restaurant,sleman
R.M. Janjang Ameh,-7.7387564,110.4518616,restaurant,sleman
Soto Batok X-Kuning,-7.7369037,110.4445512,restaurant,sleman
Kopi Plosok dan Sego Thiwul,-7.7281029,110.4169824,restaurant,sleman
Mie Ayam & Bakso Mas Eko,-7.731497,110.420854,restaurant,sleman
Rumah Makan Rata-Rata,-7.7451336,110.4498647,restaurant,sleman
Bakso dan Mie Ayam Barokah,-7.7592132,110.4495962,restaurant,sleman
Kopi Perahu Prambanan,-7.7506145,110.4852687,restaurant,sleman
Bakmi Jawa Legendaris Mbah Gombloh,-7.7362142,110.479174,restaurant,sleman
Mie Goceng Plus,-7.7597744,110.4707287,restaurant,sleman
Angkringan Soringan Daris,-7.7391894,110.4520085,restaurant,sleman
Penyetan Mas Kobis,-7.7392828,110.4519657,restaurant,sleman
Gendhis,-7.7383062,110.4209346,restaurant,sleman
Warung Makan Keluarga,-7.7525683,110.485842,restaurant,sleman
Waroeng Damandiri,-7.7515497,110.4847861,restaurant,sleman
Bakso & Mie Suketz,-7.7445671,110.4500699,restaurant,sleman
Warmindo Manise,-7.7748111,110.4491718,restaurant,sleman
Bakso Raksasa,-7.7513483,110.4710617,restaurant,sleman
Soto & Bakso Tarunojoyo 2,-7.7744648,110.4633954,restaurant,sleman
Mie Ayam Bakso Tok-Tok,-7.7557494,110.4481768,restaurant,sleman
Gurame Bakar,-7.7527797,110.4482291,restaurant,sleman
Ayam Penyet Kalasan,-7.7753647,110.4626334,restaurant,sleman
Soto Merapi,-7.7607457,110.4705387,restaurant,sleman
RM. Sate Kambing Muda Balibul,-7.7810296,110.4511279,restaurant,sleman
Warmindo Booyah,-7.7726644,110.4489263,restaurant,sleman
Bistik Sapi & Sayur,-7.7770125,110.4494491,restaurant,sleman
Mie Ayam Putera,-7.7593386,110.4472624,restaurant,sleman
Kedai Kita,-7.7765691,110.4493561,restaurant,sleman
Sate Barokah,-7.75754,110.4472302,restaurant,sleman
Bakso & Mie Ayam Nio,-7.7698133,110.4489306,restaurant,sleman
Bakso Sido Khasil,-7.778369,110.4498668,restaurant,sleman
Jogja Chicken,-7.7739914,110.4640397,restaurant,sleman
Bakso Krezzz,-7.7693308,110.4693188,restaurant,sleman
Warung Ayam Goreng Kremes,-7.7500262,110.4487306,restaurant,sleman
Mie Ayam Bakso Anugerah 2,-7.7607002,110.4705394,restaurant,sleman
Warung Siomay Kang Yuda,-7.7495999,110.4711375,restaurant,sleman
Warmindo Speedneet,-7.7445004,110.4716925,restaurant,sleman
Ayam Goreng Nyambleng Jogja,-7.7484409,110.4711565,restaurant,sleman
Warung Makan Dek Kirana,-7.743426,110.47753,restaurant,sleman
Soto dan Gudeg,-7.7521194,110.4709392,restaurant,sleman
Warung Kopi & Warung Makan nDeso,-7.7439321,110.480616,restaurant,sleman
Kedulan Resto & Cafe,-7.7425073,110.4798788,restaurant,sleman
Soto & Angkringan Dhuwur Kalen,-7.7742549,110.4547662,restaurant,sleman
Mbok Reneo Warung,-7.7555963,110.4852554,restaurant,sleman
Warung Lumintu,-7.7372129,110.4453833,restaurant,sleman
Bakso & Mie Ayam CeKa,-7.7354468,110.4367855,restaurant,sleman
Sate Kambing mbak arum,-7.7410823,110.4814268,restaurant,sleman
OmahSawah Food Corner,-7.7388976,110.4283212,restaurant,sleman
Warung Srawung,-7.7369452,110.4519461,restaurant,sleman
Mie Ayam Tiara 2,-7.7371526,110.445249,restaurant,sleman
Ayam Geprek Bu Kris Bogem,-7.7558935,110.4860505,restaurant,sleman
Bakmi Jawa Bu Kris Bogem,-7.7558856,110.485956,restaurant,sleman
Warunk Spesial Pagi Sore,-7.759268,110.4492145,restaurant,sleman
Burjo Borneo,-7.763493,110.4117738,restaurant,sleman
Mie Ayam Wonogiri,-7.7786337,110.4823601,restaurant,sleman
Rocket Chicken,-7.7811447,110.4828285,restaurant,sleman
Kopi Talang,-7.7674461,110.4879601,restaurant,sleman
Pawon Bogem,-7.7547799,110.4813258,restaurant,sleman
Tali Roso,-7.7383698,110.376335,restaurant,sleman
Sate Kambing Pratama,-7.7359536,110.4381679,restaurant,sleman
Angkringan Soka,-7.7532737,110.4441933,restaurant,sleman
Ayam Geprek,-7.7533,110.4446899,restaurant,sleman
Angkringan Kandang,-7.7532889,110.4443913,restaurant,sleman
Nasi Goreng La Vida,-7.7532717,110.4445204,restaurant,sleman
Bakso Dolo,-7.7353767,110.4364806,restaurant,sleman
Pesona Pingka,-7.7355843,110.4149684,restaurant,sleman
Warung Angkringan Mbah Kakung,-7.7343818,110.4299902,restaurant,sleman
Angkringan Mbak Ayu,-7.7427417,110.4615157,restaurant,sleman
Griya Dhahar & Catering Sumilir,-7.7348322,110.4317425,restaurant,sleman
Bakso & Mie Ayam Wonogiri,-7.7362449,110.4179125,restaurant,sleman
Pemadam Kelaparan,-7.7368408,110.4140698,restaurant,sleman
Angkringan Mayor,-7.7414338,110.460858,restaurant,sleman
Bakmi Jawa Wijaya,-7.7367076,110.4206033,restaurant,sleman
Asoka Coffee,-7.739557,110.4011046,restaurant,sleman
Rocket Chicken,-7.7525904,110.4425143,restaurant,sleman
Rumah Makan Milik Kita,-7.7587167,110.4124084,restaurant,sleman
Soto Surabaya Pak Di'to,-7.7578434,110.4089122,restaurant,sleman
Pitoeng Resto,-7.7405728,110.4320712,restaurant,sleman
Choky Spaghetti,-7.745141,110.4339712,restaurant,sleman
Sate Tegal Pak Dhe,-7.7489538,110.4342407,restaurant,sleman
Penyetan Mas Kobis,-7.7452092,110.432489,restaurant,sleman
Bakso Iga & Mie Ayam Kadisoka,-7.7530185,110.4435547,restaurant,sleman
Bakmi Jawa Bulog Restu Ibu,-7.7809526,110.4504579,restaurant,sleman
Warung Mie Ayam Soto Bu Pon,-7.7515265,110.4846781,restaurant,sleman
Sego Wader,-7.7515275,110.4847106,restaurant,sleman
Soto Kadipiro III Kalasan,-7.7755684,110.4621304,restaurant,sleman
Sate Kambing Ngebruk,-7.7779067,110.4579019,restaurant,sleman
Stiku,-7.751526,110.4846493,restaurant,sleman
Kedai Teh Kalasan,-7.7370645,110.478476,restaurant,sleman
Gamestory,-7.7371064,110.4776819,restaurant,sleman
Bakso Restu,-7.7527299,110.4370197,restaurant,sleman
Rumah Makan Rata-Rata,-7.7630486,110.4320319,restaurant,sleman
Heum,-7.7603964,110.4068903,restaurant,sleman
Grafika,-7.760737,110.4778945,restaurant,sleman
Podjok Kopi Kalitirto,-7.7791014,110.4554917,restaurant,sleman
Ngangkruk Sop Daging,-7.775892,110.4614151,restaurant,sleman
Mie Ayam Bakso Soto Campur Raden Kang,-7.7652355,110.4733234,restaurant,sleman
Siomay Kang Wahyu,-7.7598164,110.4781999,restaurant,sleman
Kopi & Resto Rindu Alam Bambu,-7.7626013,110.4760287,restaurant,sleman
Warung Nisza,-7.755767,110.4804833,restaurant,sleman
Sate Kambing Muda Bogem,-7.757079,110.4818088,restaurant,sleman
Salero Roso,-7.7361767,110.4816906,restaurant,sleman
Warmindo Gejoss 99,-7.7797234,110.4060165,restaurant,sleman
Lavana,-7.6006615,110.4267906,restaurant,sleman
Warung Rendang Nusantara,-7.7097311,110.4688912,restaurant,sleman
Bakmi Jowo Mbah Blangkon,-7.7527311,110.4483294,restaurant,sleman
Sate Klathak & Tengkleng Pak Jay,-7.7494744,110.3989888,restaurant,sleman
The Obonk Steak & Ribs,-7.7613767,110.3939335,restaurant,sleman
Seblak Azco 2,-7.7472281,110.4812701,restaurant,sleman
Warung Jadah Tempe Mbah Carik,-7.6806947,110.4188795,restaurant,sleman
Soto Cokro Kembang,-7.7117075,110.4378502,restaurant,sleman
SABIN,-7.7061037,110.436018,restaurant,sleman
Sate 3 Dimensi,-7.7154924,110.4380449,restaurant,sleman
Bakso Pak Yanto,-7.7514087,110.4379274,restaurant,sleman
Family Bakso,-7.7051276,110.4392685,restaurant,sleman
Amerta Kitchen,-7.7182549,110.4380183,restaurant,sleman
Dil Rani Restaurant,-7.7780754,110.3888807,restaurant,sleman
Warmindo Empat Putri,-7.7491798,110.4810555,restaurant,sleman
Soto Tebing Banyunibo,-7.781599,110.4910598,restaurant,sleman
Omah Kopi Tebing Banyunibo,-7.7817576,110.4910752,restaurant,sleman
Dapur Rengkol,-7.7502656,110.4589348,restaurant,sleman
Bakso Mie Ayam Aneka Wonogiri,-7.7333918,110.4720872,restaurant,sleman
Nasi Pecel Pincuk & Rawon Madiun Jeng Rina,-7.751577,110.44846,restaurant,sleman
Liwet Asem Stroberi,-7.6813078,110.4182616,restaurant,sleman
Bakmi Kampoeng Jawa Tajem,-7.7368024,110.4342148,restaurant,sleman
Mie Gacoan,-7.7794868,110.4149618,restaurant,sleman
The Gardens,-7.7731952,110.4086934,restaurant,sleman
Waroeng Steak & Shake - Demangan,-7.7795263,110.3891165,restaurant,sleman
Sushi Tei,-7.7789094,110.3886414,restaurant,sleman
Nasi Kapau Uda Jack,-7.7793483,110.3885344,restaurant,sleman
Omah Lawas,-7.7718423,110.4578339,restaurant,sleman
Mie Ayam & Bakso Tunggal Roso,-7.746796,110.4618864,restaurant,sleman
Mr. Blangkon Garden Resto,-7.6802853,110.4180985,restaurant,sleman
Mie Ayam Pak Tni,-7.7047549,110.4325239,restaurant,sleman
Ceplok Telor,-7.7810564,110.414255,restaurant,sleman
Mie Ayam & Bakso NGEJOOO,-7.7271835,110.4848542,restaurant,sleman
Floating Resto,-7.7197145,110.3570984,restaurant,sleman
Spesial Bakso Jumbo & Mie Ayam Idaman,-7.7362117,110.4849278,restaurant,sleman
Lotek & Gado-Gado Mbak Via,-7.7978184,110.324818,restaurant,sleman
Resto Jogjo Asri,-7.7355448,110.393997,restaurant,sleman
Lesehan Sederhana Mas Yoyok,-7.7358898,110.4851251,restaurant,sleman
Ayam Geprek Pak Wage 2,-7.7663145,110.3816317,restaurant,sleman
Grosir dan Ecer Kelapa Muda Wely,-7.7402635,110.4814136,restaurant,sleman
Gubuk Dhahar Nayla,-7.653146,110.4345376,restaurant,sleman
Toko Kelontong,-7.6409055,110.3646017,restaurant,sleman
Warung Soto,-7.7387642,110.355001,restaurant,sleman
Joglo President,-7.7427333,110.4811963,restaurant,sleman
Balilegi,-7.6458134,110.4345029,restaurant,sleman
Angkringan Sejahtera,-7.6609294,110.4333997,restaurant,sleman
Gress,-7.659278,110.4316268,restaurant,sleman
Warung Eyup,-7.6439358,110.4340706,restaurant,sleman
Brongkos Warung Ijo,-7.6520903,110.3252103,restaurant,sleman
Wader Lombok Ijo,-7.6637829,110.433631,restaurant,sleman
Bakso & Soto Sapi Sami Soko,-7.7721469,110.4669538,restaurant,sleman
Pecel Gendar,-7.7747659,110.4557445,restaurant,sleman
Bakso Pos Wonogiri,-7.7423961,110.4813291,restaurant,sleman
Secluded,-7.7400674,110.3675813,restaurant,sleman
RM Bale Wukir,-7.6587822,110.4426887,restaurant,sleman
Angkringan Wek-ji,-7.6258884,110.4349897,restaurant,sleman
Resto & Pos Jeep RBM,-7.6286813,110.4336758,restaurant,sleman
Resto Omah Lawas,-7.6642023,110.43448,restaurant,sleman
Mie Ayam Bakso Pak Eko Wonogiri,-7.6608062,110.4341118,restaurant,sleman
WPR Fried Chicken,-7.6643802,110.4599614,restaurant,sleman
Warung Manten Anyar,-7.7705154,110.4319972,restaurant,sleman
Warung Steak Cemil,-7.7776906,110.3837488,restaurant,sleman
Sate Kambing Pak Juki,-7.6614649,110.4324956,restaurant,sleman
Angkringan & Bakmi Jawa Pujiroso,-7.6891791,110.4618869,restaurant,sleman
Dunia Kita Coffee & Eatery,-7.7707446,110.4098286,restaurant,sleman
Warung Lokal,-7.7336237,110.399286,restaurant,sleman
Pulen & Kopi Ponti,-7.7716966,110.4454896,restaurant,sleman
Bakso & Mie Ayam Pak Bardi,-7.7393373,110.451963,restaurant,sleman
Bakso & Mie Ayam Mas Punung,-7.7393769,110.4523924,restaurant,sleman
Rumah Makan Cahaya Bundo,-7.7563785,110.4335315,restaurant,sleman
Rumah Makan Padang Asli,-7.7347832,110.4739797,restaurant,sleman
Bakmi Balangan,-7.6610115,110.4323102,restaurant,sleman
Gudeg Mbah Kayah,-7.7850049,110.3115994,restaurant,sleman
Sari Eco,-7.6493131,110.4405619,restaurant,sleman
Kedai Lang-Lang,-7.6614247,110.4327964,restaurant,sleman
Kawan Lamo,-7.7603068,110.4328959,restaurant,sleman
Namyra Warmindo Cafe,-7.7463308,110.4345757,restaurant,sleman
nDalem Maem Anneliese,-7.7496414,110.480973,restaurant,sleman
Warmindo Nopik,-7.7578596,110.4397036,restaurant,sleman
Go!Steak,-7.757214,110.4336513,restaurant,sleman
Kedai Bismillah,-7.712498,110.4851083,restaurant,sleman
Warmindo Matador,-7.776058,110.4577111,restaurant,sleman
Dapoer Eling,-7.745152,110.4336118,restaurant,sleman
Sate Ayam Madura,-7.6829197,110.4376129,restaurant,sleman
Bakso Benhil,-7.6674639,110.4313844,restaurant,sleman
Warmindo Sekawan,-7.7746542,110.4546654,restaurant,sleman
Soto Sapi Pak Ngadiran,-7.7632427,110.3868662,restaurant,sleman
Soto17,-7.7122291,110.3578657,restaurant,sleman
Bobob Chicken Rice Box,-7.7598288,110.4107364,restaurant,sleman
Soto Betawi Pak Bagus,-7.7362409,110.4784308,restaurant,sleman
Nasi Goreng Sedap Malam,-7.7510632,110.4491764,restaurant,sleman
Soto & Angkringan Pawon Mbak Tutik,-7.6652815,110.433049,restaurant,sleman
Cimoll Resto,-7.7356692,110.3992044,restaurant,sleman
Lazorta Durian,-7.7606996,110.362104,restaurant,sleman
Warmindo Kampus,-7.7755709,110.4493991,restaurant,sleman
Bubur Hayam Kotabaru,-7.7597504,110.4227284,restaurant,sleman
Sea Food 99 Mbah Djo,-7.7348254,110.4740281,restaurant,sleman
Warung Makan Ika,-7.7579156,110.3983322,restaurant,sleman
Kobessah,-7.7577181,110.3968226,restaurant,sleman
Soto Ayam Pak Wid Pugeran,-7.7659019,110.4214677,restaurant,sleman
"Warung Geprek ""Laisya""",-7.7653885,110.4215395,restaurant,sleman
Warung Soto & Penyetan Bu Dewi,-7.7644443,110.4206334,restaurant,sleman
Warung Makan Mbah Sayini,-7.7647964,110.4204935,restaurant,sleman
Warmindo Cafe Doa Ibu,-7.7666942,110.4196243,restaurant,sleman
Warmindo Barokah 37,-7.7515229,110.4531555,restaurant,sleman
Kedai Zerosix,-7.7535664,110.4807103,restaurant,sleman
Kedai Makan Bu Eka,-7.753557,110.4802564,restaurant,sleman
Mie Ayam Palembang Afui,-7.7800091,110.4164129,restaurant,sleman
"Mie Ayam ""Pak Mu'in""",-7.7707386,110.4237763,restaurant,sleman
Rumah Makan Padang Murah,-7.7741349,110.4129782,restaurant,sleman
Rumah Makan Padang Pandega,-7.7439621,110.3490509,restaurant,sleman
SS special sambal. Pedas Aibis,-7.77956,110.4087384,restaurant,sleman
Bakmi Pur,-7.7484163,110.363881,restaurant,sleman
Hooflah,-7.7483117,110.3639226,restaurant,sleman
Soto Lamongan Cak Edy,-7.7647319,110.4473182,restaurant,sleman
Warmindo Cafengan,-7.7345023,110.4750836,restaurant,sleman
Warmindo Geulis,-7.7371536,110.4208228,restaurant,sleman
Burjo Borneo,-7.7599171,110.4228382,restaurant,sleman
Burjo Borneo,-7.7750801,110.417267,restaurant,sleman
Nasi Goreng Sedap Malam Khas Tegal,-7.7810265,110.3922977,restaurant,sleman
House of Moragi ( Moragi Mentai ),-7.7810748,110.392297,restaurant,sleman
Rumah Makan Lukito,-7.7514272,110.4281183,restaurant,sleman
Burjo Borneo,-7.6916913,110.4092275,restaurant,sleman
